orgName,sector,firstName,lastName,email,socialLink,phone,addressStreet,addressCity,addressState,addressCountry,Role,eventId,eventName,eventDate,connections
Richard Group University,Robotics,Michael,Phillips,michael.phillips@richardgroupuniversity.edu,https://linkedin.com/in/michaelphillips577,8917528464,8998 Lewis Village Suite 217,Port Micheal,NJ,USA,Attendee,EVT-2025-AICONF,AI Research Connections Conference 2025,2025-09-10,"[{""organization"": ""Fisher, Robinson and Evans University"", ""connectionType"": ""Shared research interests"", ""notes"": ""Discussed Robotics work during breakout session""}, {""organization"": ""Anderson-Zimmerman University"", ""connectionType"": ""Shared research interests"", ""notes"": ""Discussed Robotics work during breakout session""}]"
Anderson-Zimmerman University,NLP,Connor,Bell,connor.bell@andersonzimmermanuniversity.edu,https://linkedin.com/in/connorbell43,6005457669,052 Thomas Port,Port Cameron,AK,USA,Volunteer,EVT-2025-AICONF,AI Research Connections Conference 2025,2025-09-10,"[{""organization"": ""Hall, Brock and Wilson University"", ""connectionType"": ""Shared research interests"", ""notes"": ""Discussed NLP work during breakout session""}, {""organization"": ""Fisher, Robinson and Evans University"", ""connectionType"": ""Shared research interests"", ""notes"": ""Discussed NLP work during breakout session""}, {""organization"": ""Oneill, Gregory and Good University"", ""connectionType"": ""Shared research interests"", ""notes"": ""Discussed NLP work during breakout session""}, {""organization"": ""Ramirez, Kelly and Collins University"", ""connectionType"": ""Met at conference"", ""notes"": ""Met during poster session bridging NLP and Robotics""}, {""organization"": ""Ramirez, Kelly and Collins University"", ""connectionType"": ""Met at conference"", ""notes"": ""Met during poster session bridging NLP and Robotics""}]"
Smith-Brown University,NLP,Michael,Oliver,michael.oliver@smithbrownuniversity.edu,https://linkedin.com/in/michaeloliver286,5015827763,460 Miller Hollow,Richardsontown,AK,USA,Volunteer,EVT-2025-AICONF,AI Research Connections Conference 2025,2025-09-10,"[{""organization"": ""Johnson and Sons University"", ""connectionType"": ""Shared research interests"", ""notes"": ""Discussed NLP work during breakout session""}, {""organization"": ""Miller-Smith University"", ""connectionType"": ""Shared research interests"", ""notes"": ""Discussed NLP work during breakout session""}, {""organization"": ""Terry Group University"", ""connectionType"": ""Shared research interests"", ""notes"": ""Discussed NLP work during breakout session""}, {""organization"": ""Richard Group University"", ""connectionType"": ""Met at conference"", ""notes"": ""Met during poster session bridging NLP and Robotics""}]"
Rodriguez-Hickman University,NLP,Jason,Tyler,jason.tyler@rodriguezhickmanuniversity.edu,https://linkedin.com/in/jasontyler120,2358603477,206 Fowler Throughway,New Adam,MN,USA,Organizer,EVT-2025-AICONF,AI Research Connections Conference 2025,2025-09-10,"[{""organization"": ""Solomon Inc University"", ""connectionType"": ""Shared research interests"", ""notes"": ""Discussed NLP work during breakout session""}, {""organization"": ""Wade, Lee and Strickland University"", ""connectionType"": ""Shared research interests"", ""notes"": ""Discussed NLP work during breakout session""}, {""organization"": ""Oneill, Gregory and Good University"", ""connectionType"": ""Shared research interests"", ""notes"": ""Discussed NLP work during breakout session""}, {""organization"": ""Solomon Inc University"", ""connectionType"": ""Met at conference"", ""notes"": ""Met during poster session bridging NLP and Robotics""}, {""organization"": ""Sanchez Group University"", ""connectionType"": ""Met at conference"", ""notes"": ""Met during poster session bridging NLP and Robotics""}]"
Solomon Inc University,Robotics,Tyler,Johnson,tyler.johnson@solomonincuniversity.edu,https://linkedin.com/in/tylerjohnson113,1540774673,0987 Sherri Inlet,Lake Jerrytown,IL,USA,Volunteer,EVT-2025-AICONF,AI Research Connections Conference 2025,2025-09-10,"[{""organization"": ""Meza-Potter University"", ""connectionType"": ""Shared research interests"", ""notes"": ""Discussed Robotics work during breakout session""}]"
"Wade, Lee and Strickland University",NLP,Dennis,Jenkins,dennis.jenkins@wadeleeandstricklanduniversity.edu,https://linkedin.com/in/dennisjenkins687,4138702798,8411 Miller Islands,Donaldfort,UT,USA,Attendee,EVT-2025-AICONF,AI Research Connections Conference 2025,2025-09-10,"[{""organization"": ""Clark-Pham University"", ""connectionType"": ""Shared research interests"", ""notes"": ""Discussed NLP work during breakout session""}, {""organization"": ""Taylor and Sons University"", ""connectionType"": ""Shared research interests"", ""notes"": ""Discussed NLP work during breakout session""}]"
"Escobar, Green and Monroe University",Computer Vision,Regina,Good,regina.good@escobargreenandmonroeuniversity.edu,https://linkedin.com/in/reginagood526,6680434517,81946 Spencer Walk,East Timothy,ND,USA,Sponsor,EVT-2025-AICONF,AI Research Connections Conference 2025,2025-09-10,"[{""organization"": ""Collins LLC University"", ""connectionType"": ""Shared research interests"", ""notes"": ""Discussed Computer Vision work during breakout session""}, {""organization"": ""Hill-Tapia University"", ""connectionType"": ""Shared research interests"", ""notes"": ""Discussed Computer Vision work during breakout session""}, {""organization"": ""Terry Group University"", ""connectionType"": ""Shared research interests"", ""notes"": ""Discussed Computer Vision work during breakout session""}, {""organization"": ""Collins LLC University"", ""connectionType"": ""Met at conference"", ""notes"": ""Met during poster session bridging Computer Vision and Robotics""}]"
"Johnson, Atkinson and Adams University",Computer Vision,Tony,Terrell,tony.terrell@johnsonatkinsonandadamsuniversity.edu,https://linkedin.com/in/tonyterrell708,1323430646,972 Marvin Unions,Port Andrealand,HI,USA,Speaker,EVT-2025-AICONF,AI Research Connections Conference 2025,2025-09-10,"[{""organization"": ""Campbell PLC University"", ""connectionType"": ""Shared research interests"", ""notes"": ""Discussed Computer Vision work during breakout session""}, {""organization"": ""Barry LLC University"", ""connectionType"": ""Shared research interests"", ""notes"": ""Discussed Computer Vision work during breakout session""}, {""organization"": ""Barry LLC University"", ""connectionType"": ""Shared research interests"", ""notes"": ""Discussed Computer Vision work during breakout session""}]"
"Ramirez, Kelly and Collins University",Computer Vision,Kristen,Garza,kristen.garza@ramirezkellyandcollinsuniversity.edu,https://linkedin.com/in/kristengarza312,5972453094,765 Jermaine Meadows,West Codymouth,FL,USA,Panelist,EVT-2025-AICONF,AI Research Connections Conference 2025,2025-09-10,"[{""organization"": ""Smith-Brown University"", ""connectionType"": ""Shared research interests"", ""notes"": ""Discussed Computer Vision work during breakout session""}, {""organization"": ""Hill-Tapia University"", ""connectionType"": ""Shared research interests"", ""notes"": ""Discussed Computer Vision work during breakout session""}, {""organization"": ""Wade, Lee and Strickland University"", ""connectionType"": ""Shared research interests"", ""notes"": ""Discussed Computer Vision work during breakout session""}, {""organization"": ""Carpenter LLC University"", ""connectionType"": ""Met at conference"", ""notes"": ""Met during poster session bridging Computer Vision and NLP""}, {""organization"": ""Wade, Lee and Strickland University"", ""connectionType"": ""Met at conference"", ""notes"": ""Met during poster session bridging Computer Vision and Robotics""}]"
Barry LLC University,Computer Vision,Hunter,Smith,hunter.smith@barryllcuniversity.edu,https://linkedin.com/in/huntersmith254,9182221496,4168 Nancy Underpass Suite 857,West Amberville,CT,USA,Attendee,EVT-2025-AICONF,AI Research Connections Conference 2025,2025-09-10,"[{""organization"": ""Campbell PLC University"", ""connectionType"": ""Shared research interests"", ""notes"": ""Discussed Computer Vision work during breakout session""}, {""organization"": ""Lee LLC University"", ""connectionType"": ""Met at conference"", ""notes"": ""Met during poster session bridging Computer Vision and NLP""}]"
"Scott, Green and Lopez University",Robotics,John,Wilson,john.wilson@scottgreenandlopezuniversity.edu,https://linkedin.com/in/johnwilson403,9365473052,091 Lindsay Port Apt. 636,Michaelstad,ME,USA,Sponsor,EVT-2025-AICONF,AI Research Connections Conference 2025,2025-09-10,"[{""organization"": ""Taylor and Sons University"", ""connectionType"": ""Shared research interests"", ""notes"": ""Discussed Robotics work during breakout session""}, {""organization"": ""Clark-Pham University"", ""connectionType"": ""Shared research interests"", ""notes"": ""Discussed Robotics work during breakout session""}, {""organization"": ""Oneill, Gregory and Good University"", ""connectionType"": ""Shared research interests"", ""notes"": ""Discussed Robotics work during breakout session""}, {""organization"": ""Thompson, Adams and Spears University"", ""connectionType"": ""Met at conference"", ""notes"": ""Met during poster session bridging Robotics and Computer Vision""}]"
"Johnson, Atkinson and Adams University",NLP,Barbara,Davis,barbara.davis@johnsonatkinsonandadamsuniversity.edu,https://linkedin.com/in/barbaradavis892,1082106513,5635 Garrett Extensions,Alvarezside,NH,USA,Attendee,EVT-2025-AICONF,AI Research Connections Conference 2025,2025-09-10,"[{""organization"": ""Wade, Lee and Strickland University"", ""connectionType"": ""Shared research interests"", ""notes"": ""Discussed NLP work during breakout session""}, {""organization"": ""Ruiz-Smith University"", ""connectionType"": ""Shared research interests"", ""notes"": ""Discussed NLP work during breakout session""}, {""organization"": ""Collins LLC University"", ""connectionType"": ""Shared research interests"", ""notes"": ""Discussed NLP work during breakout session""}]"
Anderson-Zimmerman University,Robotics,Natalie,Smith,natalie.smith@andersonzimmermanuniversity.edu,https://linkedin.com/in/nataliesmith309,7452688474,910 Thomas Parkway,Laurahaven,NJ,USA,Speaker,EVT-2025-AICONF,AI Research Connections Conference 2025,2025-09-10,"[{""organization"": ""Barber-Weber University"", ""connectionType"": ""Shared research interests"", ""notes"": ""Discussed Robotics work during breakout session""}, {""organization"": ""Rodriguez, Cooper and Bryant University"", ""connectionType"": ""Shared research interests"", ""notes"": ""Discussed Robotics work during breakout session""}]"
Ramirez PLC University,NLP,Ruth,Shepard,ruth.shepard@ramirezplcuniversity.edu,https://linkedin.com/in/ruthshepard730,4451233183,20281 Scott Rapids Suite 446,Lake Meaganshire,AK,USA,Attendee,EVT-2025-AICONF,AI Research Connections Conference 2025,2025-09-10,"[{""organization"": ""Terry Group University"", ""connectionType"": ""Shared research interests"", ""notes"": ""Discussed NLP work during breakout session""}, {""organization"": ""Clark-Pham University"", ""connectionType"": ""Shared research interests"", ""notes"": ""Discussed NLP work during breakout session""}, {""organization"": ""Anderson-Zimmerman University"", ""connectionType"": ""Shared research interests"", ""notes"": ""Discussed NLP work during breakout session""}, {""organization"": ""Terry Group University"", ""connectionType"": ""Met at conference"", ""notes"": ""Met during poster session bridging NLP and Robotics""}, {""organization"": ""Johnson, Atkinson and Adams University"", ""connectionType"": ""Met at conference"", ""notes"": ""Met during poster session bridging NLP and Computer Vision""}]"
"Ramirez, Kelly and Collins University",Robotics,Daniel,Griffin,daniel.griffin@ramirezkellyandcollinsuniversity.edu,https://linkedin.com/in/danielgriffin997,5981189095,235 Kevin Villages,East Philipborough,LA,USA,Organizer,EVT-2025-AICONF,AI Research Connections Conference 2025,2025-09-10,"[{""organization"": ""Pope Ltd University"", ""connectionType"": ""Shared research interests"", ""notes"": ""Discussed Robotics work during breakout session""}, {""organization"": ""Scott, Green and Lopez University"", ""connectionType"": ""Shared research interests"", ""notes"": ""Discussed Robotics work during breakout session""}, {""organization"": ""Pope Ltd University"", ""connectionType"": ""Shared research interests"", ""notes"": ""Discussed Robotics work during breakout session""}, {""organization"": ""Thompson, Robinson and Warner University"", ""connectionType"": ""Met at conference"", ""notes"": ""Met during poster session bridging Robotics and NLP""}]"
Lee LLC University,NLP,Sara,Moore,sara.moore@leellcuniversity.edu,https://linkedin.com/in/saramoore709,0628871863,0867 Ray Haven,East Rogerland,ND,USA,Volunteer,EVT-2025-AICONF,AI Research Connections Conference 2025,2025-09-10,"[{""organization"": ""Harvey, Sanders and Decker University"", ""connectionType"": ""Shared research interests"", ""notes"": ""Discussed NLP work during breakout session""}, {""organization"": ""Clark-Pham University"", ""connectionType"": ""Shared research interests"", ""notes"": ""Discussed NLP work during breakout session""}, {""organization"": ""Miller-Smith University"", ""connectionType"": ""Shared research interests"", ""notes"": ""Discussed NLP work during breakout session""}, {""organization"": ""Jones-Harris University"", ""connectionType"": ""Met at conference"", ""notes"": ""Met during poster session bridging NLP and Robotics""}]"
Terry Group University,Robotics,Erika,Larson,erika.larson@terrygroupuniversity.edu,https://linkedin.com/in/erikalarson14,1894655727,16799 Ashley Ramp,Martineztown,HI,USA,Sponsor,EVT-2025-AICONF,AI Research Connections Conference 2025,2025-09-10,"[{""organization"": ""Gray-Brock University"", ""connectionType"": ""Shared research interests"", ""notes"": ""Discussed Robotics work during breakout session""}, {""organization"": ""Barry LLC University"", ""connectionType"": ""Shared research interests"", ""notes"": ""Discussed Robotics work during breakout session""}, {""organization"": ""Williams-Garcia University"", ""connectionType"": ""Shared research interests"", ""notes"": ""Discussed Robotics work during breakout session""}, {""organization"": ""Johnson, Atkinson and Adams University"", ""connectionType"": ""Met at conference"", ""notes"": ""Met during poster session bridging Robotics and Computer Vision""}, {""organization"": ""Wade, Lee and Strickland University"", ""connectionType"": ""Met at conference"", ""notes"": ""Met during poster session bridging Robotics and NLP""}]"
Carpenter LLC University,Robotics,Joseph,Oconnor,joseph.oconnor@carpenterllcuniversity.edu,https://linkedin.com/in/josephoconnor834,4398221037,32301 Arnold Land Suite 917,New Alexander,SC,USA,Attendee,EVT-2025-AICONF,AI Research Connections Conference 2025,2025-09-10,"[{""organization"": ""Hill-Tapia University"", ""connectionType"": ""Shared research interests"", ""notes"": ""Discussed Robotics work during breakout session""}, {""organization"": ""Barry LLC University"", ""connectionType"": ""Shared research interests"", ""notes"": ""Discussed Robotics work during breakout session""}, {""organization"": ""Rodgers, Johnson and Jenkins University"", ""connectionType"": ""Met at conference"", ""notes"": ""Met during poster session bridging Robotics and Computer Vision""}]"
Anderson-Zimmerman University,Robotics,Harold,Cole,harold.cole@andersonzimmermanuniversity.edu,https://linkedin.com/in/haroldcole564,0749293565,143 Franklin Ranch,Mooneyfort,MA,USA,Attendee,EVT-2025-AICONF,AI Research Connections Conference 2025,2025-09-10,"[{""organization"": ""Barber-Weber University"", ""connectionType"": ""Shared research interests"", ""notes"": ""Discussed Robotics work during breakout session""}, {""organization"": ""Wade, Lee and Strickland University"", ""connectionType"": ""Met at conference"", ""notes"": ""Met during poster session bridging Robotics and NLP""}]"
"Scott, Green and Lopez University",Robotics,Alison,Boone,alison.boone@scottgreenandlopezuniversity.edu,https://linkedin.com/in/alisonboone376,9946171150,809 Williams Trail,Jacobfort,MT,USA,Attendee,EVT-2025-AICONF,AI Research Connections Conference 2025,2025-09-10,"[{""organization"": ""Fisher, Robinson and Evans University"", ""connectionType"": ""Shared research interests"", ""notes"": ""Discussed Robotics work during breakout session""}, {""organization"": ""Barry LLC University"", ""connectionType"": ""Shared research interests"", ""notes"": ""Discussed Robotics work during breakout session""}, {""organization"": ""Johnson and Sons University"", ""connectionType"": ""Met at conference"", ""notes"": ""Met during poster session bridging Robotics and NLP""}]"
Carpenter LLC University,NLP,Joshua,Guzman,joshua.guzman@carpenterllcuniversity.edu,https://linkedin.com/in/joshuaguzman4,5450298473,03483 Benton Roads Apt. 765,Reyesshire,AR,USA,Volunteer,EVT-2025-AICONF,AI Research Connections Conference 2025,2025-09-10,"[{""organization"": ""Wright-Phillips University"", ""connectionType"": ""Shared research interests"", ""notes"": ""Discussed NLP work during breakout session""}, {""organization"": ""Anderson-Zimmerman University"", ""connectionType"": ""Met at conference"", ""notes"": ""Met during poster session bridging NLP and Robotics""}, {""organization"": ""Ramos-Roth University"", ""connectionType"": ""Met at conference"", ""notes"": ""Met during poster session bridging NLP and Robotics""}]"
Sanchez Group University,Robotics,Larry,Hunter,larry.hunter@sanchezgroupuniversity.edu,https://linkedin.com/in/larryhunter10,1800465948,028 Vickie Lock Apt. 524,West Austinchester,TX,USA,Attendee,EVT-2025-AICONF,AI Research Connections Conference 2025,2025-09-10,"[{""organization"": ""Sanchez Group University"", ""connectionType"": ""Shared research interests"", ""notes"": ""Discussed Robotics work during breakout session""}, {""organization"": ""Scott, Green and Lopez University"", ""connectionType"": ""Shared research interests"", ""notes"": ""Discussed Robotics work during breakout session""}, {""organization"": ""Collins LLC University"", ""connectionType"": ""Met at conference"", ""notes"": ""Met during poster session bridging Robotics and NLP""}, {""organization"": ""Hill-Tapia University"", ""connectionType"": ""Met at conference"", ""notes"": ""Met during poster session bridging Robotics and Computer Vision""}]"
"Crawford, Smith and Carroll University",Computer Vision,Justin,Stewart,justin.stewart@crawfordsmithandcarrolluniversity.edu,https://linkedin.com/in/justinstewart140,7119641352,17659 Smith Mews,New Ricky,DE,USA,Attendee,EVT-2025-AICONF,AI Research Connections Conference 2025,2025-09-10,"[{""organization"": ""Barry LLC University"", ""connectionType"": ""Shared research interests"", ""notes"": ""Discussed Computer Vision work during breakout session""}, {""organization"": ""Oneill, Gregory and Good University"", ""connectionType"": ""Met at conference"", ""notes"": ""Met during poster session bridging Computer Vision and Robotics""}, {""organization"": ""Hall, Brock and Wilson University"", ""connectionType"": ""Met at conference"", ""notes"": ""Met during poster session bridging Computer Vision and NLP""}]"
"Rodgers, Johnson and Jenkins University",Computer Vision,Melissa,Santiago,melissa.santiago@rodgersjohnsonandjenkinsuniversity.edu,https://linkedin.com/in/melissasantiago820,6956971995,88468 Barbara Courts Suite 602,Rosefort,HI,USA,Speaker,EVT-2025-AICONF,AI Research Connections Conference 2025,2025-09-10,"[{""organization"": ""Hernandez-Simon University"", ""connectionType"": ""Shared research interests"", ""notes"": ""Discussed Computer Vision work during breakout session""}, {""organization"": ""Barber-Weber University"", ""connectionType"": ""Shared research interests"", ""notes"": ""Discussed Computer Vision work during breakout session""}, {""organization"": ""Allen and Sons University"", ""connectionType"": ""Met at conference"", ""notes"": ""Met during poster session bridging Computer Vision and Robotics""}]"
Ramos-Roth University,Robotics,Brian,Carter,brian.carter@ramosrothuniversity.edu,https://linkedin.com/in/briancarter133,9596069281,335 Harding Court Apt. 477,West Andrea,TN,USA,Sponsor,EVT-2025-AICONF,AI Research Connections Conference 2025,2025-09-10,"[{""organization"": ""Wade, Lee and Strickland University"", ""connectionType"": ""Shared research interests"", ""notes"": ""Discussed Robotics work during breakout session""}, {""organization"": ""Barry LLC University"", ""connectionType"": ""Shared research interests"", ""notes"": ""Discussed Robotics work during breakout session""}, {""organization"": ""Anderson-Zimmerman University"", ""connectionType"": ""Shared research interests"", ""notes"": ""Discussed Robotics work during breakout session""}, {""organization"": ""Johnson and Sons University"", ""connectionType"": ""Met at conference"", ""notes"": ""Met during poster session bridging Robotics and Computer Vision""}]"
"Thompson, Adams and Spears University",Computer Vision,Dawn,Garcia,dawn.garcia@thompsonadamsandspearsuniversity.edu,https://linkedin.com/in/dawngarcia710,0562776519,36038 Christopher Wall,Villanuevashire,NY,USA,Attendee,EVT-2025-AICONF,AI Research Connections Conference 2025,2025-09-10,"[{""organization"": ""Barry LLC University"", ""connectionType"": ""Shared research interests"", ""notes"": ""Discussed Computer Vision work during breakout session""}]"
Barber-Weber University,Robotics,Lorraine,Rich,lorraine.rich@barberweberuniversity.edu,https://linkedin.com/in/lorrainerich790,4492932262,324 Charles Cliff Suite 639,Smithville,SD,USA,Sponsor,EVT-2025-AICONF,AI Research Connections Conference 2025,2025-09-10,"[{""organization"": ""Oneill, Gregory and Good University"", ""connectionType"": ""Shared research interests"", ""notes"": ""Discussed Robotics work during breakout session""}, {""organization"": ""Anderson-Zimmerman University"", ""connectionType"": ""Shared research interests"", ""notes"": ""Discussed Robotics work during breakout session""}, {""organization"": ""Anderson-Zimmerman University"", ""connectionType"": ""Shared research interests"", ""notes"": ""Discussed Robotics work during breakout session""}, {""organization"": ""Wade, Lee and Strickland University"", ""connectionType"": ""Met at conference"", ""notes"": ""Met during poster session bridging Robotics and NLP""}, {""organization"": ""Barber-Weber University"", ""connectionType"": ""Met at conference"", ""notes"": ""Met during poster session bridging Robotics and Computer Vision""}]"
Barber-Weber University,Robotics,Rita,Perry,rita.perry@barberweberuniversity.edu,https://linkedin.com/in/ritaperry415,8268911493,10384 Smith Extensions,Jasonmouth,VT,USA,Attendee,EVT-2025-AICONF,AI Research Connections Conference 2025,2025-09-10,"[{""organization"": ""Harvey, Sanders and Decker University"", ""connectionType"": ""Shared research interests"", ""notes"": ""Discussed Robotics work during breakout session""}, {""organization"": ""Taylor and Sons University"", ""connectionType"": ""Shared research interests"", ""notes"": ""Discussed Robotics work during breakout session""}, {""organization"": ""Hall, Brock and Wilson University"", ""connectionType"": ""Met at conference"", ""notes"": ""Met during poster session bridging Robotics and NLP""}, {""organization"": ""Gray-Brock University"", ""connectionType"": ""Met at conference"", ""notes"": ""Met during poster session bridging Robotics and Computer Vision""}]"
Ruiz-Smith University,Robotics,Crystal,Hobbs,crystal.hobbs@ruizsmithuniversity.edu,https://linkedin.com/in/crystalhobbs630,2699797449,1528 Perry Fords,North Kristinbury,NJ,USA,Attendee,EVT-2025-AICONF,AI Research Connections Conference 2025,2025-09-10,"[{""organization"": ""Collins LLC University"", ""connectionType"": ""Shared research interests"", ""notes"": ""Discussed Robotics work during breakout session""}, {""organization"": ""Ramos-Roth University"", ""connectionType"": ""Met at conference"", ""notes"": ""Met during poster session bridging Robotics and Computer Vision""}]"
Ruiz-Smith University,NLP,Katie,Young,katie.young@ruizsmithuniversity.edu,https://linkedin.com/in/katieyoung979,1144755371,1694 Shannon Garden Suite 633,East Gloria,OK,USA,Attendee,EVT-2025-AICONF,AI Research Connections Conference 2025,2025-09-10,"[{""organization"": ""Taylor and Sons University"", ""connectionType"": ""Shared research interests"", ""notes"": ""Discussed NLP work during breakout session""}, {""organization"": ""Wright-Phillips University"", ""connectionType"": ""Shared research interests"", ""notes"": ""Discussed NLP work during breakout session""}, {""organization"": ""Taylor and Sons University"", ""connectionType"": ""Met at conference"", ""notes"": ""Met during poster session bridging NLP and Robotics""}]"
Johnson and Sons University,NLP,Eric,Young,eric.young@johnsonandsonsuniversity.edu,https://linkedin.com/in/ericyoung950,5043370782,809 Morris Mountains Suite 710,Andersonview,IA,USA,Volunteer,EVT-2025-AICONF,AI Research Connections Conference 2025,2025-09-10,"[{""organization"": ""Collins LLC University"", ""connectionType"": ""Shared research interests"", ""notes"": ""Discussed NLP work during breakout session""}, {""organization"": ""Oneill, Gregory and Good University"", ""connectionType"": ""Met at conference"", ""notes"": ""Met during poster session bridging NLP and Robotics""}]"
Pope Ltd University,Computer Vision,Megan,Rivas,megan.rivas@popeltduniversity.edu,https://linkedin.com/in/meganrivas782,2581560911,223 Holland Ports,Laurenmouth,ME,USA,Attendee,EVT-2025-AICONF,AI Research Connections Conference 2025,2025-09-10,"[{""organization"": ""Campbell PLC University"", ""connectionType"": ""Shared research interests"", ""notes"": ""Discussed Computer Vision work during breakout session""}, {""organization"": ""Johnson and Sons University"", ""connectionType"": ""Shared research interests"", ""notes"": ""Discussed Computer Vision work during breakout session""}, {""organization"": ""Barry LLC University"", ""connectionType"": ""Met at conference"", ""notes"": ""Met during poster session bridging Computer Vision and Robotics""}]"
"Hall, Brock and Wilson University",Robotics,Alexis,Harrison,alexis.harrison@hallbrockandwilsonuniversity.edu,https://linkedin.com/in/alexisharrison270,0789915919,289 Bray Meadow,Lake Jonathan,NY,USA,Organizer,EVT-2025-AICONF,AI Research Connections Conference 2025,2025-09-10,"[{""organization"": ""Hill-Tapia University"", ""connectionType"": ""Shared research interests"", ""notes"": ""Discussed Robotics work during breakout session""}, {""organization"": ""Fisher, Robinson and Evans University"", ""connectionType"": ""Shared research interests"", ""notes"": ""Discussed Robotics work during breakout session""}, {""organization"": ""Meza-Potter University"", ""connectionType"": ""Shared research interests"", ""notes"": ""Discussed Robotics work during breakout session""}, {""organization"": ""Miller-Smith University"", ""connectionType"": ""Met at conference"", ""notes"": ""Met during poster session bridging Robotics and Computer Vision""}, {""organization"": ""Clark-Pham University"", ""connectionType"": ""Met at conference"", ""notes"": ""Met during poster session bridging Robotics and NLP""}]"
Terry Group University,Computer Vision,Vicki,Howard,vicki.howard@terrygroupuniversity.edu,https://linkedin.com/in/vickihoward115,4885907562,8976 Brown Shore Suite 608,Owenshire,WV,USA,Attendee,EVT-2025-AICONF,AI Research Connections Conference 2025,2025-09-10,"[{""organization"": ""Thompson, Adams and Spears University"", ""connectionType"": ""Shared research interests"", ""notes"": ""Discussed Computer Vision work during breakout session""}]"
Myers-Barr University,NLP,Gregory,Welch,gregory.welch@myersbarruniversity.edu,https://linkedin.com/in/gregorywelch559,8313536302,113 Wright Groves Apt. 950,South Allen,KS,USA,Organizer,EVT-2025-AICONF,AI Research Connections Conference 2025,2025-09-10,"[{""organization"": ""Collins LLC University"", ""connectionType"": ""Shared research interests"", ""notes"": ""Discussed NLP work during breakout session""}, {""organization"": ""Hall, Brock and Wilson University"", ""connectionType"": ""Shared research interests"", ""notes"": ""Discussed NLP work during breakout session""}, {""organization"": ""Fisher, Robinson and Evans University"", ""connectionType"": ""Shared research interests"", ""notes"": ""Discussed NLP work during breakout session""}, {""organization"": ""Meza-Potter University"", ""connectionType"": ""Met at conference"", ""notes"": ""Met during poster session bridging NLP and Robotics""}, {""organization"": ""Lee LLC University"", ""connectionType"": ""Met at conference"", ""notes"": ""Met during poster session bridging NLP and Computer Vision""}]"
Anderson-Zimmerman University,NLP,Jennifer,Ellis,jennifer.ellis@andersonzimmermanuniversity.edu,https://linkedin.com/in/jenniferellis476,0084784120,069 Taylor Ferry Apt. 213,Tinaville,AZ,USA,Attendee,EVT-2025-AICONF,AI Research Connections Conference 2025,2025-09-10,"[{""organization"": ""Allen and Sons University"", ""connectionType"": ""Shared research interests"", ""notes"": ""Discussed NLP work during breakout session""}, {""organization"": ""Wade, Lee and Strickland University"", ""connectionType"": ""Shared research interests"", ""notes"": ""Discussed NLP work during breakout session""}, {""organization"": ""Scott, Green and Lopez University"", ""connectionType"": ""Met at conference"", ""notes"": ""Met during poster session bridging NLP and Robotics""}, {""organization"": ""Harvey, Sanders and Decker University"", ""connectionType"": ""Met at conference"", ""notes"": ""Met during poster session bridging NLP and Robotics""}]"
"Rodriguez, Cooper and Bryant University",NLP,Diana,Luna,diana.luna@rodriguezcooperandbryantuniversity.edu,https://linkedin.com/in/dianaluna53,0790268985,944 Elizabeth Radial Suite 565,Andersonbury,CO,USA,Sponsor,EVT-2025-AICONF,AI Research Connections Conference 2025,2025-09-10,"[{""organization"": ""Wade, Lee and Strickland University"", ""connectionType"": ""Shared research interests"", ""notes"": ""Discussed NLP work during breakout session""}, {""organization"": ""Terry Group University"", ""connectionType"": ""Shared research interests"", ""notes"": ""Discussed NLP work during breakout session""}, {""organization"": ""Harvey, Sanders and Decker University"", ""connectionType"": ""Shared research interests"", ""notes"": ""Discussed NLP work during breakout session""}, {""organization"": ""Miller-Smith University"", ""connectionType"": ""Met at conference"", ""notes"": ""Met during poster session bridging NLP and Robotics""}]"
Collins LLC University,NLP,Marilyn,Brown,marilyn.brown@collinsllcuniversity.edu,https://linkedin.com/in/marilynbrown979,2098832481,8376 Jennifer Stravenue Suite 989,New Courtneyside,VT,USA,Organizer,EVT-2025-AICONF,AI Research Connections Conference 2025,2025-09-10,"[{""organization"": ""Thompson, Robinson and Warner University"", ""connectionType"": ""Shared research interests"", ""notes"": ""Discussed NLP work during breakout session""}, {""organization"": ""Taylor and Sons University"", ""connectionType"": ""Met at conference"", ""notes"": ""Met during poster session bridging NLP and Robotics""}]"
Terry Group University,Robotics,Frederick,Douglas,frederick.douglas@terrygroupuniversity.edu,https://linkedin.com/in/frederickdouglas199,4239944319,811 Kelsey Canyon Suite 393,Christianview,DC,USA,Attendee,EVT-2025-AICONF,AI Research Connections Conference 2025,2025-09-10,"[{""organization"": ""Jones-Harris University"", ""connectionType"": ""Shared research interests"", ""notes"": ""Discussed Robotics work during breakout session""}, {""organization"": ""Ramirez PLC University"", ""connectionType"": ""Shared research interests"", ""notes"": ""Discussed Robotics work during breakout session""}, {""organization"": ""Scott, Green and Lopez University"", ""connectionType"": ""Shared research interests"", ""notes"": ""Discussed Robotics work during breakout session""}, {""organization"": ""Fisher, Robinson and Evans University"", ""connectionType"": ""Met at conference"", ""notes"": ""Met during poster session bridging Robotics and NLP""}, {""organization"": ""Miller-Smith University"", ""connectionType"": ""Met at conference"", ""notes"": ""Met during poster session bridging Robotics and NLP""}]"
