addressCity,addressCountry,addressState,addressStreet,connections,email,eventDate,eventId,eventName,firstName,lastName,orgName,phone,sector,socialLink,eventType,participantRole,medicalSpecialty
BLOOMINGTON,UNITED STATES,INDIANA,"76, Health Street","[{""connectionOrg"": ""Urban Wellness Center 36"", ""connectionType"": ""Reconnected / existing relationship"", ""otherText"": """"}, {""connectionOrg"": ""Public Health Mission 200"", ""connectionType"": ""Other"", ""otherText"": """"}]",nithya.singh1021yahoo.com,11/14/2025,EVT-MED-2025-001,Community Medical Camp 2025,Nithya,Singh,Urban Wellness Center 5,6379529398,Other,https://linkedin.com/in/nithya-singh-1021,Medical camp,Nurse,Dermatology
Hyderabad,INDIA,Telangana,"126, Health Street",[],michael.jones1022@gmail.com,11/14/2025,EVT-MED-2025-001,Community Medical Camp 2025,Michael,Jones,NorthStar Medical Trust,6393864442,Government,https://linkedin.com/in/michael-jones-1022,Medical camp,Nurse,Pediatrics
Chennai,INDIA,Tamil Nadu,"31, Health Street","[{""connectionOrg"": ""Rural Care Initiative 173"", ""connectionType"": ""Shared info / resources"", ""otherText"": """"}]",dylan.nguyen1023@gmail.com,11/13/2025,EVT-MED-2025-001,Community Medical Camp 2025,Dylan,Nguyen,Public Health Mission 9,6323974638,Non-profit,https://linkedin.com/in/dylan-nguyen-1023,Medical camp,Nurse,Dermatology
Hyderabad,INDIA,Telangana,"20, Health Street",[],luis.patel1024@amazon.com,11/14/2025,EVT-MED-2025-001,Community Medical Camp 2025,Luis,Patel,LifeLine Community Health,6304781571,Government,https://linkedin.com/in/luis-patel-1024,Medical camp,Nurse,Dermatology
Denver,UNITED STATES,Ajay,"10, Health Street","[{""connectionOrg"": ""Community Medical Foundation 162"", ""connectionType"": ""Met for the first time"", ""otherText"": """"}]",luis.nguyen1025@google.com,11/16/2025,EVT-MED-2025-001,Community Medical Camp 2025,Luis,Nguyen,Public Health Mission 82,6357354536,Government,https://linkedin.com/in/luis-nguyen-1025,Medical camp,Patient,Orthopedics
Pune,INDIA,Maharashtra,"172, Health Street","[{""connectionOrg"": ""Regional Health Trust 20"", ""connectionType"": ""Funding / partnership"", ""otherText"": """"}, {""connectionOrg"": ""Public Health Mission 198"", ""connectionType"": ""Other"", ""otherText"": """"}]",prachi.jones1026@google.com,11/13/2025,EVT-MED-2025-001,Community Medical Camp 2025,Prachi,Jones,Public Health Mission 35,6350843710,Non-profit,https://linkedin.com/in/prachi-jones-1026,Medical camp,Patient,General
Bengaluru,INDIA,Karnataka,"135, Health Street","[{""connectionOrg"": ""Regional Health Trust 99"", ""connectionType"": ""Met for the first time"", ""otherText"": """"}, {""connectionOrg"": ""Public Health Mission 165"", ""connectionType"": ""Funding / partnership"", ""otherText"": """"}]",sana.iyer1027@quantiphi.com,11/12/2025,EVT-MED-2025-001,Community Medical Camp 2025,Sana,Iyer,Regional Health Trust 37,6396666861,Non-profit,https://linkedin.com/in/sana-iyer-1027,Medical camp,Volunteer,General
Atlanta,UNITED STATES,Vijay,"189, Health Street","[{""connectionOrg"": ""Regional Health Trust 200"", ""connectionType"": ""Shared info / resources"", ""otherText"": """"}]",kunal.garcia1028yahoo.com,11/14/2025,EVT-MED-2025-001,Community Medical Camp 2025,Kunal,Garcia,Public Health Mission 20,6391110121,Non-profit,https://linkedin.com/in/kunal-garcia-1028,Medical camp,Volunteer,Orthopedics
Los Vagas,UNITED STATES,Somewhere,"178, Health Street",[],dylan.verma1029@google.com,11/14/2025,EVT-MED-2025-001,Community Medical Camp 2025,Dylan,Verma,Rural Care Initiative 193,6383297124,Non-profit,https://linkedin.com/in/dylan-verma-1029,Medical camp,Nurse,Pediatrics
Chennai,INDIA,Tamil Nadu,"159, Health Street","[{""connectionOrg"": ""Urban Wellness Center 25"", ""connectionType"": ""Other"", ""otherText"": """"}, {""connectionOrg"": ""Public Health Mission 33"", ""connectionType"": ""Funding / partnership"", ""otherText"": """"}]",luis.nguyen1030@amazon.com,11/16/2025,EVT-MED-2025-001,Community Medical Camp 2025,Luis,Nguyen,Regional Health Trust 1,6358351624,Community,https://linkedin.com/in/luis-nguyen-1030,Medical camp,Volunteer,Orthopedics
Seattle,UNITED STATES,Washington,"142, Health Street","[{""connectionOrg"": ""Western Wellness Group"", ""connectionType"": ""Referral / introduced"", ""otherText"": """"}]",alex.jones1031@quantiphi.com,11/16/2025,EVT-MED-2025-001,Community Medical Camp 2025,Alex,Jones,PeopleWell Foundation,6324069517,Other,https://linkedin.com/in/alex-jones-1031,Medical camp,Nurse,Orthopedics
Seattle,UNITED STATES,Washington,"15, Health Street","[{""connectionOrg"": ""Regional Health Trust 29"", ""connectionType"": ""Shared info / resources"", ""otherText"": """"}, {""connectionOrg"": ""Regional Health Trust 60"", ""connectionType"": ""Referral / introduced"", ""otherText"": """"}]",kunal.gupta1032@amazon.com,11/14/2025,EVT-MED-2025-001,Community Medical Camp 2025,Kunal,Gupta,Urban Wellness Center 95,6382215623,Business,https://linkedin.com/in/kunal-gupta-1032,Medical camp,Nurse,Pediatrics
Hyderabad,INDIA,Telangana,"97, Health Street","[{""connectionOrg"": ""Community Medical Foundation 77"", ""connectionType"": ""Met for the first time"", ""otherText"": """"}]",luis.singh1033yahoo.com,11/13/2025,EVT-MED-2025-001,Community Medical Camp 2025,Luis,Singh,Rural Care Initiative 23,6392572504,Non-profit,https://linkedin.com/in/luis-singh-1033,Medical camp,Doctor,General
Denver,UNITED STATES,Ajay,"130, Health Street","[{""connectionOrg"": ""Public Health Mission 42"", ""connectionType"": ""Other"", ""otherText"": """"}]",luis.sharma1034yahoo.com,11/14/2025,EVT-MED-2025-001,Community Medical Camp 2025,Luis,Sharma,AccessCare Foundation,6398640444,Other,https://linkedin.com/in/luis-sharma-1034,Medical camp,Patient,Dermatology
Atlanta,UNITED STATES,Vijay,"13, Health Street",[],kunal.deshmukh1035yahoo.com,11/14/2025,EVT-MED-2025-001,Community Medical Camp 2025,Kunal,Deshmukh,Rural Care Initiative 17,6350263552,Community,https://linkedin.com/in/kunal-deshmukh-1035,Medical camp,Nurse,General
Delhi,INDIA,Delhi,"19, Health Street",[],nithya.deshmukh1036@quantiphi.com,11/16/2025,EVT-MED-2025-001,Community Medical Camp 2025,Nithya,Deshmukh,Regional Health Trust 161,6329894751,Education,https://linkedin.com/in/nithya-deshmukh-1036,Medical camp,Volunteer,General
Pune,INDIA,Maharashtra,"101, Health Street","[{""connectionOrg"": ""Unity Aid Health Trust"", ""connectionType"": ""Met for the first time"", ""otherText"": """"}, {""connectionOrg"": ""Community Medical Foundation 194"", ""connectionType"": ""Reconnected / existing relationship"", ""otherText"": """"}]",sahil.garcia1037yahoo.com,11/15/2025,EVT-MED-2025-001,Community Medical Camp 2025,Sahil,Garcia,Regional Health Trust 81,6364408796,Non-profit,https://linkedin.com/in/sahil-garcia-1037,Medical camp,Patient,Dermatology
Los Vagas,UNITED STATES,Somewhere,"180, Health Street",[],alex.nair1038@google.com,11/13/2025,EVT-MED-2025-001,Community Medical Camp 2025,Alex,Nair,Rural Care Initiative 82,6364958963,Non-profit,https://linkedin.com/in/alex-nair-1038,Medical camp,Patient,Orthopedics
Delhi,INDIA,Delhi,"95, Health Street","[{""connectionOrg"": ""Public Health Mission 88"", ""connectionType"": ""Referral / introduced"", ""otherText"": """"}]",meera.jones1039@google.com,11/13/2025,EVT-MED-2025-001,Community Medical Camp 2025,Meera,Jones,Regional Health Trust 56,6327956368,Government,https://linkedin.com/in/meera-jones-1039,Medical camp,Volunteer,General
Los Vagas,UNITED STATES,Somewhere,"5, Health Street","[{""connectionOrg"": ""Urban Wellness Center 156"", ""connectionType"": ""Met for the first time"", ""otherText"": """"}, {""connectionOrg"": ""Rural Care Initiative 34"", ""connectionType"": ""Met for the first time"", ""otherText"": """"}]",kunal.garcia1040@quantiphi.com,11/14/2025,EVT-MED-2025-001,Community Medical Camp 2025,Kunal,Garcia,Urban Wellness Center 103,6302697982,Non-profit,https://linkedin.com/in/kunal-garcia-1040,Medical camp,Nurse,Orthopedics
Chennai,INDIA,Tamil Nadu,"145, Health Street","[{""connectionOrg"": ""Public Health Mission 69"", ""connectionType"": ""Funding / partnership"", ""otherText"": """"}]",priya.iyer1041@amazon.com,11/13/2025,EVT-MED-2025-001,Community Medical Camp 2025,Priya,Iyer,Rural Care Initiative 54,6367242694,Other,https://linkedin.com/in/priya-iyer-1041,Medical camp,Patient,Orthopedics
Los Angeles,UNITED STATES,Nowhere,"199, Health Street","[{""connectionOrg"": ""Rural Care Initiative 183"", ""connectionType"": ""Shared info / resources"", ""otherText"": """"}]",prachi.iyer1042@iu.edu,11/16/2025,EVT-MED-2025-001,Community Medical Camp 2025,Prachi,Iyer,Regional Health Trust 55,6355620239,Community,https://linkedin.com/in/prachi-iyer-1042,Medical camp,Organizer,Pediatrics
Hyderabad,INDIA,Telangana,"184, Health Street","[{""connectionOrg"": ""Regional Health Trust 23"", ""connectionType"": ""Met for the first time"", ""otherText"": """"}]",alex.deshmukh1043yahoo.com,11/16/2025,EVT-MED-2025-001,Community Medical Camp 2025,Alex,Deshmukh,Urban Wellness Center 7,6303554545,Business,https://linkedin.com/in/alex-deshmukh-1043,Medical camp,Patient,Orthopedics
Seattle,UNITED STATES,Washington,"196, Health Street","[{""connectionOrg"": ""Community Aid Clinics"", ""connectionType"": ""Shared info / resources"", ""otherText"": """"}, {""connectionOrg"": ""Urban Wellness Center 91"", ""connectionType"": ""Other"", ""otherText"": """"}]",ananya.garcia1044@google.com,11/15/2025,EVT-MED-2025-001,Community Medical Camp 2025,Ananya,Garcia,Rural Care Initiative 180,6333948396,Other,https://linkedin.com/in/ananya-garcia-1044,Medical camp,Organizer,Pediatrics
Pune,INDIA,Maharashtra,"182, Health Street","[{""connectionOrg"": ""Community Medical Foundation 141"", ""connectionType"": ""Referral / introduced"", ""otherText"": """"}]",alex.iyer1045@amazon.com,11/16/2025,EVT-MED-2025-001,Community Medical Camp 2025,Alex,Iyer,Regional Health Trust 161,6332481926,Business,https://linkedin.com/in/alex-iyer-1045,Medical camp,Volunteer,Dermatology
Bengaluru,INDIA,Karnataka,"52, Health Street",[],vikram.patel1046@google.com,11/13/2025,EVT-MED-2025-001,Community Medical Camp 2025,Vikram,Patel,Community Medical Foundation 196,6367470947,Community,https://linkedin.com/in/vikram-patel-1046,Medical camp,Doctor,Cardiology
Mumbai,INDIA,Maharashtra,"157, Health Street","[{""connectionOrg"": ""Urban Wellness Center 22"", ""connectionType"": ""Other"", ""otherText"": """"}, {""connectionOrg"": ""FutureCare Foundation"", ""connectionType"": ""Met for the first time"", ""otherText"": """"}]",prachi.sharma1047@amazon.com,11/16/2025,EVT-MED-2025-001,Community Medical Camp 2025,Prachi,Sharma,Public Health Mission 139,6367288203,Community,https://linkedin.com/in/prachi-sharma-1047,Medical camp,Organizer,Dermatology
Atlanta,UNITED STATES,Vijay,"149, Health Street","[{""connectionOrg"": ""Rural Health Collective"", ""connectionType"": ""Met for the first time"", ""otherText"": """"}]",sana.deshmukh1048@quantiphi.com,11/15/2025,EVT-MED-2025-001,Community Medical Camp 2025,Sana,Deshmukh,Regional Health Trust 142,6311057994,Non-profit,https://linkedin.com/in/sana-deshmukh-1048,Medical camp,Nurse,Orthopedics
OKKAJ,INDIA,PLEASE SELECT ST,"153, Health Street","[{""connectionOrg"": ""Community Medical Foundation 75"", ""connectionType"": ""Reconnected / existing relationship"", ""otherText"": """"}]",kunal.singh1049@iu.edu,11/13/2025,EVT-MED-2025-001,Community Medical Camp 2025,KUNAL,S,Rural Care Initiative 34,6340640392,Business,LINK,Medical camp,Volunteer,Dermatology
Chennai,INDIA,Tamil Nadu,"52, Health Street",[],nithya.nguyen1050@iu.edu,11/15/2025,EVT-MED-2025-001,Community Medical Camp 2025,Nithya,Nguyen,Urban Wellness Center 5,6313785397,Non-profit,https://linkedin.com/in/nithya-nguyen-1050,Medical camp,Doctor,Cardiology
OKKAJ,INDIA,PLEASE SELECT ST,"174, Health Street",[],priya.nair1051@srmist.in.edu,11/13/2025,EVT-MED-2025-001,Community Medical Camp 2025,PRIYA,N,Regional Health Trust 23,6335809960,Education,LINK,Medical camp,Patient,Dermatology
Los Vagas,UNITED STATES,Somewhere,"155, Health Street","[{""connectionOrg"": ""Public Health Mission 114"", ""connectionType"": ""Other"", ""otherText"": """"}]",kunal.reddy1052@quantiphi.com,11/14/2025,EVT-MED-2025-001,Community Medical Camp 2025,Kunal,Reddy,Public Health Mission 166,6367279353,Business,https://linkedin.com/in/kunal-reddy-1052,Medical camp,Organizer,Dermatology
Seattle,UNITED STATES,Washington,"24, Health Street","[{""connectionOrg"": ""Urban Wellness Center 43"", ""connectionType"": ""Met for the first time"", ""otherText"": """"}]",nithya.iyer1053@amazon.com,11/14/2025,EVT-MED-2025-001,Community Medical Camp 2025,Nithya,Iyer,Urban Wellness Center 113,6310702372,Education,https://linkedin.com/in/nithya-iyer-1053,Medical camp,Organizer,Cardiology
BLOOMINGTON,UNITED STATES,INDIANA,"84, Health Street",[],vikram.garcia1054@amazon.com,11/14/2025,EVT-MED-2025-001,Community Medical Camp 2025,Vikram,Garcia,Regional Health Trust 152,6341854151,Other,https://linkedin.com/in/vikram-garcia-1054,Medical camp,Volunteer,General
Seattle,UNITED STATES,Washington,"175, Health Street","[{""connectionOrg"": ""Rural Care Initiative 170"", ""connectionType"": ""Other"", ""otherText"": """"}]",rohan.singh1055yahoo.com,11/13/2025,EVT-MED-2025-001,Community Medical Camp 2025,Rohan,Singh,Public Health Mission 15,6375387443,Other,https://linkedin.com/in/rohan-singh-1055,Medical camp,Patient,Pediatrics
Los Angeles,UNITED STATES,Nowhere,"74, Health Street","[{""connectionOrg"": ""Public Health Mission 66"", ""connectionType"": ""Other"", ""otherText"": """"}, {""connectionOrg"": ""Evergreen Medical Society"", ""connectionType"": ""Other"", ""otherText"": """"}]",dylan.khan1056@iu.edu,11/15/2025,EVT-MED-2025-001,Community Medical Camp 2025,Dylan,Khan,Urban Wellness Center 111,6392319115,Government,https://linkedin.com/in/dylan-khan-1056,Medical camp,Nurse,Orthopedics
OKKAJ,INDIA,PLEASE SELECT ST,"13, Health Street","[{""connectionOrg"": ""Community Wellness Trust"", ""connectionType"": ""Referral / introduced"", ""otherText"": """"}, {""connectionOrg"": ""Urban Wellness Center 72"", ""connectionType"": ""Other"", ""otherText"": """"}]",vikram.garcia1057@iu.edu,11/12/2025,EVT-MED-2025-001,Community Medical Camp 2025,VIKRAM,G,Regional Health Trust 64,6342632433,Business,LINK,Medical camp,Doctor,Cardiology
Atlanta,UNITED STATES,Vijay,"73, Health Street",[],prachi.jones1058yahoo.com,11/14/2025,EVT-MED-2025-001,Community Medical Camp 2025,Prachi,Jones,Rural Care Initiative 103,6302865339,Community,https://linkedin.com/in/prachi-jones-1058,Medical camp,Organizer,General
OKKAJ,INDIA,PLEASE SELECT ST,"30, Health Street","[{""connectionOrg"": ""Community Medical Foundation 56"", ""connectionType"": ""Referral / introduced"", ""otherText"": """"}]",sahil.reddy1059yahoo.com,11/12/2025,EVT-MED-2025-001,Community Medical Camp 2025,SAHIL,R,Urban Wellness Center 100,6309198552,Business,LINK,Medical camp,Doctor,Pediatrics
Los Angeles,UNITED STATES,Nowhere,"24, Health Street",[],sahil.singh1060@quantiphi.com,11/16/2025,EVT-MED-2025-001,Community Medical Camp 2025,Sahil,Singh,Urban Wellness Center 179,6341097211,Other,https://linkedin.com/in/sahil-singh-1060,Medical camp,Volunteer,Dermatology
Seattle,UNITED STATES,Washington,"37, Health Street",[],sana.singh1061@iu.edu,11/15/2025,EVT-MED-2025-001,Community Medical Camp 2025,Sana,Singh,Urban Wellness Center 71,6374995171,Government,https://linkedin.com/in/sana-singh-1061,Medical camp,Nurse,Cardiology
Delhi,INDIA,Delhi,"70, Health Street","[{""connectionOrg"": ""Regional Health Trust 23"", ""connectionType"": ""Referral / introduced"", ""otherText"": """"}, {""connectionOrg"": ""Rural Care Initiative 177"", ""connectionType"": ""Shared info / resources"", ""otherText"": """"}]",nithya.nair1062@srmist.in.edu,11/13/2025,EVT-MED-2025-001,Community Medical Camp 2025,Nithya,Nair,Public Health Mission 125,6310353115,Non-profit,https://linkedin.com/in/nithya-nair-1062,Medical camp,Doctor,Orthopedics
Bengaluru,INDIA,Karnataka,"160, Health Street","[{""connectionOrg"": ""Community Medical Foundation 75"", ""connectionType"": ""Shared info / resources"", ""otherText"": """"}, {""connectionOrg"": ""Public Health Mission 131"", ""connectionType"": ""Funding / partnership"", ""otherText"": """"}]",kunal.singh1063@iu.edu,11/15/2025,EVT-MED-2025-001,Community Medical Camp 2025,Kunal,Singh,Rural Care Initiative 68,6306640854,Non-profit,https://linkedin.com/in/kunal-singh-1063,Medical camp,Organizer,General
Hyderabad,INDIA,Telangana,"82, Health Street","[{""connectionOrg"": ""Regional Health Trust 61"", ""connectionType"": ""Reconnected / existing relationship"", ""otherText"": """"}, {""connectionOrg"": ""Public Health Mission 67"", ""connectionType"": ""Shared info / resources"", ""otherText"": """"}]",meera.reddy1064@gmail.com,11/14/2025,EVT-MED-2025-001,Community Medical Camp 2025,Meera,Reddy,Regional Health Trust 25,6310081565,Other,https://linkedin.com/in/meera-reddy-1064,Medical camp,Volunteer,Dermatology
Denver,UNITED STATES,Ajay,"152, Health Street","[{""connectionOrg"": ""Rural Care Initiative 158"", ""connectionType"": ""Referral / introduced"", ""otherText"": """"}, {""connectionOrg"": ""Community Medical Foundation 59"", ""connectionType"": ""Funding / partnership"", ""otherText"": """"}]",priya.singh1065@srmist.in.edu,11/15/2025,EVT-MED-2025-001,Community Medical Camp 2025,Priya,Singh,Public Health Mission 63,6394733690,Government,https://linkedin.com/in/priya-singh-1065,Medical camp,Patient,Orthopedics
Bengaluru,INDIA,Karnataka,"165, Health Street",[],prachi.nguyen1066@quantiphi.com,11/16/2025,EVT-MED-2025-001,Community Medical Camp 2025,Prachi,Nguyen,Regional Health Trust 17,6326124164,Education,https://linkedin.com/in/prachi-nguyen-1066,Medical camp,Doctor,Orthopedics
BLOOMINGTON,UNITED STATES,INDIANA,"41, Health Street",[],luis.gupta1067@amazon.com,11/12/2025,EVT-MED-2025-001,Community Medical Camp 2025,Luis,Gupta,Urban Wellness Center 200,6367145875,Education,https://linkedin.com/in/luis-gupta-1067,Medical camp,Doctor,Dermatology
OKKAJ,INDIA,PLEASE SELECT ST,"69, Health Street",[],rohan.nguyen1068@amazon.com,11/13/2025,EVT-MED-2025-001,Community Medical Camp 2025,ROHAN,N,Rural Care Initiative 159,6312951278,Government,LINK,Medical camp,Volunteer,General
Hyderabad,INDIA,Telangana,"159, Health Street","[{""connectionOrg"": ""Regional Health Trust 23"", ""connectionType"": ""Funding / partnership"", ""otherText"": """"}, {""connectionOrg"": ""Regional Health Trust 179"", ""connectionType"": ""Reconnected / existing relationship"", ""otherText"": """"}]",rohan.iyer1069@iu.edu,11/14/2025,EVT-MED-2025-001,Community Medical Camp 2025,Rohan,Iyer,Urban Wellness Center 194,6387736040,Government,https://linkedin.com/in/rohan-iyer-1069,Medical camp,Doctor,Dermatology
Mumbai,INDIA,Maharashtra,"161, Health Street","[{""connectionOrg"": ""Regional Health Trust 142"", ""connectionType"": ""Other"", ""otherText"": """"}]",aarav.gupta1070yahoo.com,11/15/2025,EVT-MED-2025-001,Community Medical Camp 2025,Aarav,Gupta,Community Medical Foundation 180,6328637716,Non-profit,https://linkedin.com/in/aarav-gupta-1070,Medical camp,Patient,Orthopedics
BLOOMINGTON,UNITED STATES,INDIANA,"21, Health Street",[],alex.garcia1071@google.com,11/12/2025,EVT-MED-2025-001,Community Medical Camp 2025,Alex,Garcia,Community Medical Foundation 159,6306166057,Community,https://linkedin.com/in/alex-garcia-1071,Medical camp,Organizer,Cardiology
Mumbai,INDIA,Maharashtra,"24, Health Street","[{""connectionOrg"": ""Urban Wellness Center 111"", ""connectionType"": ""Other"", ""otherText"": """"}, {""connectionOrg"": ""Community Medical Foundation 105"", ""connectionType"": ""Referral / introduced"", ""otherText"": """"}]",prachi.garcia1072@amazon.com,11/12/2025,EVT-MED-2025-001,Community Medical Camp 2025,Prachi,Garcia,Regional Health Trust 8,6398255902,Non-profit,https://linkedin.com/in/prachi-garcia-1072,Medical camp,Doctor,General
Los Angeles,UNITED STATES,Nowhere,"48, Health Street","[{""connectionOrg"": ""Regional Health Trust 13"", ""connectionType"": ""Other"", ""otherText"": """"}, {""connectionOrg"": ""Public Health Mission 132"", ""connectionType"": ""Other"", ""otherText"": """"}]",nithya.sharma1073@gmail.com,11/16/2025,EVT-MED-2025-001,Community Medical Camp 2025,Nithya,Sharma,Community Aid Clinics,6388024268,Non-profit,https://linkedin.com/in/nithya-sharma-1073,Medical camp,Nurse,Dermatology
Pune,INDIA,Maharashtra,"183, Health Street","[{""connectionOrg"": ""Regional Health Trust 101"", ""connectionType"": ""Referral / introduced"", ""otherText"": """"}, {""connectionOrg"": ""Urban Wellness Center 44"", ""connectionType"": ""Other"", ""otherText"": """"}]",nithya.nguyen1074@quantiphi.com,11/14/2025,EVT-MED-2025-001,Community Medical Camp 2025,Nithya,Nguyen,Public Health Mission 1,6340897750,Education,https://linkedin.com/in/nithya-nguyen-1074,Medical camp,Patient,Orthopedics
OKKAJ,INDIA,PLEASE SELECT ST,"143, Health Street",[],priya.sharma1075yahoo.com,11/15/2025,EVT-MED-2025-001,Community Medical Camp 2025,PRIYA,S,Community Medical Foundation 156,6332393382,Government,LINK,Medical camp,Doctor,Dermatology
OKKAJ,INDIA,PLEASE SELECT ST,"80, Health Street","[{""connectionOrg"": ""Urban Wellness Center 42"", ""connectionType"": ""Met for the first time"", ""otherText"": """"}, {""connectionOrg"": ""Rural Care Initiative 42"", ""connectionType"": ""Referral / introduced"", ""otherText"": """"}]",alex.jones1076@srmist.in.edu,11/13/2025,EVT-MED-2025-001,Community Medical Camp 2025,ALEX,J,Rural Care Initiative 141,6344535786,Government,LINK,Medical camp,Volunteer,Pediatrics
Los Angeles,UNITED STATES,Nowhere,"48, Health Street",[],prachi.jones1077@srmist.in.edu,11/12/2025,EVT-MED-2025-001,Community Medical Camp 2025,Prachi,Jones,Urban Wellness Center 8,6326723582,Community,https://linkedin.com/in/prachi-jones-1077,Medical camp,Patient,General
Atlanta,UNITED STATES,Vijay,"23, Health Street",[],luis.nguyen1078@iu.edu,11/14/2025,EVT-MED-2025-001,Community Medical Camp 2025,Luis,Nguyen,Community Medical Foundation 162,6337107389,Non-profit,https://linkedin.com/in/luis-nguyen-1078,Medical camp,Volunteer,Pediatrics
Pune,INDIA,Maharashtra,"102, Health Street","[{""connectionOrg"": ""Urban Wellness Center 160"", ""connectionType"": ""Other"", ""otherText"": """"}, {""connectionOrg"": ""Regional Health Trust 131"", ""connectionType"": ""Referral / introduced"", ""otherText"": """"}]",nithya.jones1079@amazon.com,11/13/2025,EVT-MED-2025-001,Community Medical Camp 2025,Nithya,Jones,Public Health Mission 101,6303442681,Business,https://linkedin.com/in/nithya-jones-1079,Medical camp,Patient,Dermatology
Hyderabad,INDIA,Telangana,"120, Health Street","[{""connectionOrg"": ""City Health Dept"", ""connectionType"": ""Other"", ""otherText"": """"}]",aarav.gupta1080@amazon.com,11/16/2025,EVT-MED-2025-001,Community Medical Camp 2025,Aarav,Gupta,Community Medical Foundation 90,6388660801,Government,https://linkedin.com/in/aarav-gupta-1080,Medical camp,Volunteer,Dermatology
Atlanta,UNITED STATES,Vijay,"100, Health Street","[{""connectionOrg"": ""Urban Wellness Center 87"", ""connectionType"": ""Met for the first time"", ""otherText"": """"}]",priya.garcia1081@google.com,11/14/2025,EVT-MED-2025-001,Community Medical Camp 2025,Priya,Garcia,Public Health Mission 113,6346966695,Education,https://linkedin.com/in/priya-garcia-1081,Medical camp,Nurse,Dermatology
Denver,UNITED STATES,Ajay,"91, Health Street",[],aarav.sharma1082yahoo.com,11/13/2025,EVT-MED-2025-001,Community Medical Camp 2025,Aarav,Sharma,CareNext Foundation,6367268813,Non-profit,https://linkedin.com/in/aarav-sharma-1082,Medical camp,Doctor,Pediatrics
Denver,UNITED STATES,Ajay,"146, Health Street","[{""connectionOrg"": ""Community Medical Foundation 92"", ""connectionType"": ""Reconnected / existing relationship"", ""otherText"": """"}, {""connectionOrg"": ""Urban Wellness Center 7"", ""connectionType"": ""Funding / partnership"", ""otherText"": """"}]",dylan.garcia1083yahoo.com,11/16/2025,EVT-MED-2025-001,Community Medical Camp 2025,Dylan,Garcia,Public Health Mission 83,6356218720,Business,https://linkedin.com/in/dylan-garcia-1083,Medical camp,Doctor,General
Hyderabad,INDIA,Telangana,"71, Health Street",[],michael.verma1084@srmist.in.edu,11/12/2025,EVT-MED-2025-001,Community Medical Camp 2025,Michael,Verma,Urban Wellness Center 82,6392164464,Business,https://linkedin.com/in/michael-verma-1084,Medical camp,Organizer,General
Pune,INDIA,Maharashtra,"134, Health Street",[],alex.deshmukh1085@quantiphi.com,11/16/2025,EVT-MED-2025-001,Community Medical Camp 2025,Alex,Deshmukh,Public Health Mission 173,6346697385,Government,https://linkedin.com/in/alex-deshmukh-1085,Medical camp,Nurse,General
Atlanta,UNITED STATES,Vijay,"19, Health Street",[],priya.iyer1086@iu.edu,11/14/2025,EVT-MED-2025-001,Community Medical Camp 2025,Priya,Iyer,Community Medical Foundation 173,6351435286,Non-profit,https://linkedin.com/in/priya-iyer-1086,Medical camp,Nurse,General
Chennai,INDIA,Tamil Nadu,"21, Health Street","[{""connectionOrg"": ""Public Health Mission 105"", ""connectionType"": ""Referral / introduced"", ""otherText"": """"}]",kunal.patel1087@iu.edu,11/16/2025,EVT-MED-2025-001,Community Medical Camp 2025,Kunal,Patel,Public Health Mission 195,6362091044,Community,https://linkedin.com/in/kunal-patel-1087,Medical camp,Organizer,Cardiology
Mumbai,INDIA,Maharashtra,"142, Health Street","[{""connectionOrg"": ""Rural Care Initiative 85"", ""connectionType"": ""Shared info / resources"", ""otherText"": """"}, {""connectionOrg"": ""Regional Health Trust 39"", ""connectionType"": ""Reconnected / existing relationship"", ""otherText"": """"}]",kunal.reddy1088@google.com,11/13/2025,EVT-MED-2025-001,Community Medical Camp 2025,Kunal,Reddy,Urban Wellness Center 140,6395653625,Government,https://linkedin.com/in/kunal-reddy-1088,Medical camp,Nurse,Pediatrics
Los Vagas,UNITED STATES,Somewhere,"33, Health Street","[{""connectionOrg"": ""Rural Care Initiative 114"", ""connectionType"": ""Other"", ""otherText"": """"}]",nithya.jones1089@iu.edu,11/13/2025,EVT-MED-2025-001,Community Medical Camp 2025,Nithya,Jones,Public Health Mission 84,6325247166,Community,https://linkedin.com/in/nithya-jones-1089,Medical camp,Doctor,Pediatrics
Hyderabad,INDIA,Telangana,"188, Health Street","[{""connectionOrg"": ""Urban Wellness Center 130"", ""connectionType"": ""Shared info / resources"", ""otherText"": """"}]",prachi.deshmukh1090@iu.edu,11/12/2025,EVT-MED-2025-001,Community Medical Camp 2025,Prachi,Deshmukh,Urban Wellness Center 93,6352935940,Other,https://linkedin.com/in/prachi-deshmukh-1090,Medical camp,Patient,Pediatrics
Bengaluru,INDIA,Karnataka,"168, Health Street","[{""connectionOrg"": ""Urban Wellness Center 42"", ""connectionType"": ""Other"", ""otherText"": """"}]",nithya.garcia1091@iu.edu,11/14/2025,EVT-MED-2025-001,Community Medical Camp 2025,Nithya,Garcia,Urban Wellness Center 63,6316690142,Government,https://linkedin.com/in/nithya-garcia-1091,Medical camp,Doctor,Orthopedics
